Entity,Code,Year,Cement (tonnes),Flaring (tonnes),Oil (tonnes),Coal (tonnes),Gas (tonnes)
Egypt,EGY,2013,24915200,0,97099664,820736,90398208
Egypt,EGY,2014,24416896,0,82366720,1494912,93450320
El Salvador,SLV,1950,0,0,267472,0,0
El Salvador,SLV,1951,0,0,322432,0,0
El Salvador,SLV,1952,0,0,388384,0,0
El Salvador,SLV,1953,18320,0,399376,0,0
El Salvador,SLV,1954,25648,0,443344,0,0
El Salvador,SLV,1955,29312,0,432352,0,0
El Salvador,SLV,1956,32976,0,494640,0,0
El Salvador,SLV,1957,43968,0,553264,0,0
El Salvador,SLV,1958,43968,0,553264,0,0
El Salvador,SLV,1959,40304,0,564256,0,0
El Salvador,SLV,1960,43968,0,575248,0,0
El Salvador,SLV,1961,36640,0,545936,0,0
El Salvador,SLV,1962,32976,0,615552,0,0
El Salvador,SLV,1963,40304,0,1084544,0,0
El Salvador,SLV,1964,43968,0,1187136,0,0
El Salvador,SLV,1965,40304,0,1000272,0,0
El Salvador,SLV,1966,69616,0,1234768,0,0
El Salvador,SLV,1967,69616,0,1088208,0,0
El Salvador,SLV,1968,76944,0,1183472,0,0
El Salvador,SLV,1969,69616,0,1121184,0,0
El Salvador,SLV,1970,80608,0,1348352,0,0
El Salvador,SLV,1971,91600,0,1417968,0,0
El Salvador,SLV,1972,109920,0,1568192,0,0
El Salvador,SLV,1973,120912,0,1846656,0,0
El Salvador,SLV,1974,146560,0,1824672,0,0
El Salvador,SLV,1975,164880,0,1941920,0,0
El Salvador,SLV,1976,161216,0,2048176,0,0
El Salvador,SLV,1977,186864,0,2099472,0,0
El Salvador,SLV,1978,227168,0,2161760,0,0
El Salvador,SLV,1979,293120,0,2095808,0,0
El Salvador,SLV,1980,260144,0,1872304,0,0
El Salvador,SLV,1981,227168,0,1604832,0,0
El Salvador,SLV,1982,208848,0,1557200,0,0
El Salvador,SLV,1983,216176,0,1685440,0,0
El Salvador,SLV,1984,197856,0,1406976,0,0
El Salvador,SLV,1985,223504,0,1762384,0,0
El Salvador,SLV,1986,219840,0,1769712,0,0
El Salvador,SLV,1987,304112,0,2143440,0,0
El Salvador,SLV,1988,311440,0,2158096,0,0
El Salvador,SLV,1989,315104,0,2271680,0,0
El Salvador,SLV,1990,318768,0,2191072,0,0
El Salvador,SLV,1991,337088,0,2832272,0,0
El Salvador,SLV,1992,208848,0,3107072,0,0
El Salvador,SLV,1993,428688,0,3363552,0,0
El Salvador,SLV,1994,425024,0,4165968,0,0
El Salvador,SLV,1995,443344,0,4580000,0,0
El Salvador,SLV,1996,472656,0,4092688,0,0
El Salvador,SLV,1997,509296,0,4961056,0,0
El Salvador,SLV,1998,531280,0,5272496,3664,0
El Salvador,SLV,1999,512960,0,5177232,3664,0
El Salvador,SLV,2000,531280,0,5206544,3664,0
El Salvador,SLV,2001,586240,0,5356768,3664,0
El Salvador,SLV,2002,659520,0,5371424,3664,0
El Salvador,SLV,2003,692496,0,5851408,3664,0
El Salvador,SLV,2004,630208,0,5726832,3664,0
El Salvador,SLV,2005,564256,0,5880720,3664,0
El Salvador,SLV,2006,652192,0,6184832,3664,0
El Salvador,SLV,2007,648528,0,6324064,0,0
El Salvador,SLV,2008,648528,0,5891712,0,0
El Salvador,SLV,2009,604560,0,5833088,0,0
El Salvador,SLV,2010,641200,0,5811104,0,0
El Salvador,SLV,2011,659520,0,5983312,0,0
El Salvador,SLV,2012,688832,0,5968656,0,0
El Salvador,SLV,2013,597232,0,5627904,0,0
El Salvador,SLV,2014,498304,0,5781792,0,0
Equatorial Guinea,GNQ,1950,0,0,10992,0,0
Equatorial Guinea,GNQ,1951,0,0,10992,0,0
Equatorial Guinea,GNQ,1952,0,0,10992,0,0
Equatorial Guinea,GNQ,1953,0,0,10992,0,0
Equatorial Guinea,GNQ,1954,0,0,29312,0,0
Equatorial Guinea,GNQ,1955,0,0,36640,0,0
Equatorial Guinea,GNQ,1956,0,0,36640,0,0
Equatorial Guinea,GNQ,1957,0,0,32976,0,0
Equatorial Guinea,GNQ,1958,0,0,47632,0,0
Equatorial Guinea,GNQ,1959,0,0,47632,0,0
Equatorial Guinea,GNQ,1960,0,0,21984,0,0
Equatorial Guinea,GNQ,1961,0,0,21984,0,0
Equatorial Guinea,GNQ,1962,0,0,21984,0,0
Equatorial Guinea,GNQ,1963,0,0,25648,0,0
Equatorial Guinea,GNQ,1964,0,0,25648,0,0
Equatorial Guinea,GNQ,1965,0,0,29312,0,0
Equatorial Guinea,GNQ,1966,0,0,25648,0,0
Equatorial Guinea,GNQ,1967,0,0,25648,0,0
Equatorial Guinea,GNQ,1968,0,0,29312,0,0
Equatorial Guinea,GNQ,1969,0,0,43968,0,0
Equatorial Guinea,GNQ,1970,0,0,36640,0,0
Equatorial Guinea,GNQ,1971,0,0,65952,0,0
Equatorial Guinea,GNQ,1972,0,0,87936,0,0
Equatorial Guinea,GNQ,1973,0,0,29312,0,0
Equatorial Guinea,GNQ,1974,0,0,51296,0,0
Equatorial Guinea,GNQ,1975,0,0,62288,0,0
Equatorial Guinea,GNQ,1976,0,0,62288,0,0
Equatorial Guinea,GNQ,1977,0,0,62288,0,0
Equatorial Guinea,GNQ,1978,0,0,69616,0,0
Equatorial Guinea,GNQ,1979,0,0,62288,0,0
Equatorial Guinea,GNQ,1980,0,0,58624,0,0
Equatorial Guinea,GNQ,1981,0,0,69616,0,0
Equatorial Guinea,GNQ,1982,0,0,73280,0,0
Equatorial Guinea,GNQ,1983,0,0,62288,0,0
Equatorial Guinea,GNQ,1984,0,0,80608,0,0
Equatorial Guinea,GNQ,1985,0,0,65952,0,0
Equatorial Guinea,GNQ,1986,0,0,80608,0,0
Equatorial Guinea,GNQ,1987,0,0,98928,0,0
Equatorial Guinea,GNQ,1988,0,0,106256,0,0
Equatorial Guinea,GNQ,1989,0,0,117248,0,0
Equatorial Guinea,GNQ,1990,0,0,65952,0,0
Equatorial Guinea,GNQ,1991,0,0,142896,0,0
Equatorial Guinea,GNQ,1992,0,0,157552,0,0
Equatorial Guinea,GNQ,1993,0,0,98928,0,0
Equatorial Guinea,GNQ,1994,0,0,32976,0,0
Equatorial Guinea,GNQ,1995,0,0,128240,0,0
Equatorial Guinea,GNQ,1996,0,0,113584,0,0
Equatorial Guinea,GNQ,1997,0,0,289456,0,0
Equatorial Guinea,GNQ,1998,0,0,164880,0,0
Equatorial Guinea,GNQ,1999,0,76944,388384,0,0
Equatorial Guinea,GNQ,2000,0,91600,362736,0,0
Equatorial Guinea,GNQ,2001,0,2465872,142896,0,487312
Equatorial Guinea,GNQ,2002,0,3279280,784096,0,912336
Equatorial Guinea,GNQ,2003,0,3264624,1821008,0,923328
Equatorial Guinea,GNQ,2004,0,2956848,1025920,0,1231104
Equatorial Guinea,GNQ,2005,0,1971232,520288,0,2216720
Equatorial Guinea,GNQ,2006,0,1480256,564256,0,2707696
Equatorial Guinea,GNQ,2007,0,985616,597232,0,3209664
Equatorial Guinea,GNQ,2008,0,1036912,608224,0,2857920
Equatorial Guinea,GNQ,2009,0,1036912,608224,0,2971504
Equatorial Guinea,GNQ,2010,0,1036912,608224,0,3030128
Equatorial Guinea,GNQ,2011,0,2290000,608224,0,3224320
Equatorial Guinea,GNQ,2012,0,1088208,608224,0,3418512
Equatorial Guinea,GNQ,2013,0,1538880,608224,0,3015472
Equatorial Guinea,GNQ,2014,0,1568192,608224,0,3165696
Eritrea,ERI,1939,14656,0,0,0,
Eritrea,ERI,1940,7328,0,0,0,
Eritrea,ERI,1941,3664,0,0,0,
Eritrea,ERI,1942,10992,0,0,0,
Eritrea,ERI,1943,14656,0,0,0,
Eritrea,ERI,1944,18320,0,0,0,
Eritrea,ERI,1994,21984,0,842720,0,0
Eritrea,ERI,1995,25648,0,908672,0,0
Eritrea,ERI,1996,21984,0,989280,0,0
Eritrea,ERI,1997,29312,0,835392,0,0
Eritrea,ERI,1998,21984,0,567920,0,0
Eritrea,ERI,1999,21984,0,597232,0,0
Eritrea,ERI,2000,21984,0,586240,0,0
Eritrea,ERI,2001,21984,0,608224,0,0
Eritrea,ERI,2002,21984,0,582576,0,0
Eritrea,ERI,2003,21984,0,703488,0,0
Eritrea,ERI,2004,21984,0,747456,0,0
Eritrea,ERI,2005,21984,0,743792,0,0
Eritrea,ERI,2006,21984,0,538608,0,0
Eritrea,ERI,2007,21984,0,556928,0,0
Eritrea,ERI,2008,21984,0,392048,0,0
Eritrea,ERI,2009,21984,0,490976,0,0
Eritrea,ERI,2010,21984,0,490976,0,0
Eritrea,ERI,2011,95264,0,498304,0,0
Eritrea,ERI,2012,128240,0,531280,0,0
Eritrea,ERI,2013,128240,0,538608,0,0
Eritrea,ERI,2014,150224,0,545936,0,0
Estonia,EST,1928,32976,0,0,0,
Estonia,EST,1929,29312,0,0,0,
Estonia,EST,1930,21984,0,0,0,
Estonia,EST,1931,21984,0,0,0,
Estonia,EST,1932,14656,0,0,0,
Estonia,EST,1933,14656,0,0,0,
Estonia,EST,1934,14656,0,0,0,
Estonia,EST,1935,18320,0,0,0,
Estonia,EST,1936,25648,0,0,0,
Estonia,EST,1937,32976,0,0,0,
Estonia,EST,1938,40304,0,0,0,
Estonia,EST,1939,36640,0,0,0,
Estonia,EST,1992,300448,0,3715296,18202752,1641472
Estonia,EST,1993,249152,0,3902160,14527760,813408
Estonia,EST,1994,201520,0,3576064,14080752,1168816
Estonia,EST,1995,208848,0,2517168,13446880,1333696
Estonia,EST,1996,194192,0,2645408,14025792,1469264
Estonia,EST,1997,212512,0,2542816,13908544,1428960
Estonia,EST,1998,161216,0,2832272,11948304,1355680
Estonia,EST,1999,179536,0,2704032,10944368,1319040
Estonia,EST,2000,164880,0,1766048,11398704,1513232
Estonia,EST,2001,201520,0,2249696,11482976,1626816
Estonia,EST,2002,230832,0,2092144,11189856,1363008
Estonia,EST,2003,252816,0,2128784,13172080,1557200
Estonia,EST,2004,307776,0,2022528,13168416,1773376
Estonia,EST,2005,362736,0,1963904,12585840,1828336
Estonia,EST,2006,421360,0,1908944,11981280,1850320
Estonia,EST,2007,465328,0,1886960,14502112,1839328
Estonia,EST,2008,403040,0,1762384,13553136,1762384
Estonia,EST,2009,161216,0,1330032,11860368,1201792
Estonia,EST,2010,186864,0,1384992,15234912,1286064
Estonia,EST,2011,223504,0,1282400,15934736,1150496
Estonia,EST,2012,241824,0,1234768,14883168,1249424
Estonia,EST,2013,227168,0,1025920,17352704,1271408
Estonia,EST,2014,223504,0,817072,17466288,996608
Ethiopia,ETH,1941,10992,0,0,0,
Ethiopia,ETH,1942,10992,0,0,0,
Ethiopia,ETH,1943,10992,0,0,0,
Ethiopia,ETH,1948,3664,0,0,0,
Ethiopia,ETH,1949,3664,0,0,0,
Ethiopia,ETH,1950,3664,0,65952,21984,0
Ethiopia,ETH,1951,3664,0,43968,14656,0
Ethiopia,ETH,1952,3664,0,84272,10992,0
Ethiopia,ETH,1953,3664,0,172208,7328,0
Ethiopia,ETH,1954,14656,0,216176,36640,0
Ethiopia,ETH,1955,14656,0,183200,29312,0
Ethiopia,ETH,1956,14656,0,197856,29312,0
Ethiopia,ETH,1957,10992,0,311440,0,0
Ethiopia,ETH,1958,14656,0,278464,25648,0
Ethiopia,ETH,1959,10992,0,311440,14656,0
Ethiopia,ETH,1960,14656,0,311440,25648,0
Ethiopia,ETH,1961,14656,0,300448,25648,0
Ethiopia,ETH,1962,21984,0,351744,21984,0
Ethiopia,ETH,1963,18320,0,381056,25648,0
Ethiopia,ETH,1964,21984,0,381056,3664,0
Ethiopia,ETH,1965,47632,0,575248,25648,0
Ethiopia,ETH,1966,51296,0,747456,25648,0
Ethiopia,ETH,1967,73280,0,996608,3664,0
Ethiopia,ETH,1968,87936,0,1623152,14656,0
Ethiopia,ETH,1969,84272,0,1553536,25648,0
Ethiopia,ETH,1970,91600,0,1560864,0,0
Ethiopia,ETH,1971,106256,0,1744064,0,0
Ethiopia,ETH,1972,95264,0,1311712,0,0
Ethiopia,ETH,1973,62288,0,1689104,0,0
Ethiopia,ETH,1974,58624,0,1678112,0,0
Ethiopia,ETH,1975,73280,0,1135840,0,0
Ethiopia,ETH,1976,73280,0,1102864,0,0
Ethiopia,ETH,1977,36640,0,1011264,0,0
Ethiopia,ETH,1978,43968,0,1326368,0,0
Ethiopia,ETH,1979,47632,0,1799024,0,0
Ethiopia,ETH,1980,54960,0,1766048,0,0
Ethiopia,ETH,1981,65952,0,1799024,0,0
Ethiopia,ETH,1982,73280,0,1406976,0,0
Ethiopia,ETH,1983,84272,0,1758720,0,0
Ethiopia,ETH,1984,120912,0,1542544,0,0
Ethiopia,ETH,1985,124576,0,1689104,0,0
Ethiopia,ETH,1986,135568,0,2077488,0,0
Ethiopia,ETH,1987,175872,0,2403584,0,0
Ethiopia,ETH,1988,201520,0,2469536,0,0
Ethiopia,ETH,1989,186864,0,2638080,0,0
Ethiopia,ETH,1990,168544,0,2846928,0,0
Ethiopia,ETH,1991,142896,0,2839600,0,0
Ethiopia,ETH,1992,150224,0,2813952,0,0
Ethiopia,ETH,1993,175872,0,2850592,0,0
Ethiopia,ETH,1994,230832,0,2007872,0,0
Ethiopia,ETH,1995,304112,0,2257024,0,0
Ethiopia,ETH,1996,344416,0,2513504,0,0
Ethiopia,ETH,1997,373728,0,2674720,0,0
Ethiopia,ETH,1998,373728,0,2843264,0,0
Ethiopia,ETH,1999,318768,0,2835936,0,0
Ethiopia,ETH,2000,439680,0,3107072,0,0
Ethiopia,ETH,2001,447008,0,3902160,0,0
Ethiopia,ETH,2002,447008,0,4070704,0,0
Ethiopia,ETH,2003,564256,0,4418784,0,0
Ethiopia,ETH,2004,655856,0,4634960,0,0
Ethiopia,ETH,2005,780432,0,4334512,0,0
Ethiopia,ETH,2006,861040,0,4638624,0,0
Ethiopia,ETH,2007,809744,0,5199216,0,0
Ethiopia,ETH,2008,912336,0,5620576,40304,0
Ethiopia,ETH,2009,842720,0,5671872,109920,0
Ethiopia,ETH,2010,817072,0,5631568,131904,0
Ethiopia,ETH,2011,1036912,0,6232464,450672,0
Ethiopia,ETH,2012,1744064,0,6217808,593568,0
Ethiopia,ETH,2013,2491520,0,7360976,773104,0
Ethiopia,ETH,2014,2689376,0,8049808,850048,0
Europe,,1751,0,0,0,9350528,0
Europe,,1752,0,0,0,9354192,0
Europe,,1753,0,0,0,9354192,0
Europe,,1754,0,0,0,9357856,0
Europe,,1755,0,0,0,9361520,0
Europe,,1756,0,0,0,10006384,0
Europe,,1757,0,0,0,10010048,0
Europe,,1758,0,0,0,10013712,0
Europe,,1759,0,0,0,10017376,0
Europe,,1760,0,0,0,10017376,0
Europe,,1761,0,0,0,10973680,0
Europe,,1762,0,0,0,10977344,0
Europe,,1763,0,0,0,10981008,0
Europe,,1764,0,0,0,10984672,0
Europe,,1765,0,0,0,10988336,0
Europe,,1766,0,0,0,12259744,0
Europe,,1767,0,0,0,12263408,0
Europe,,1768,0,0,0,12267072,0
Europe,,1769,0,0,0,12270736,0
Europe,,1770,0,0,0,12274400,0
Europe,,1771,0,0,0,13611760,0
Europe,,1772,0,0,0,13615424,0
Europe,,1773,0,0,0,13619088,0
Europe,,1774,0,0,0,13622752,0
Europe,,1775,0,0,0,13626416,0
Europe,,1776,0,0,0,15037056,0
Europe,,1777,0,0,0,15040720,0
Europe,,1778,0,0,0,15044384,0
Europe,,1779,0,0,0,15048048,0
Europe,,1780,0,0,0,15055376,0
Europe,,1781,0,0,0,16843408,0
Europe,,1782,0,0,0,16847072,0
Europe,,1783,0,0,0,16854400,0
Europe,,1784,0,0,0,16858064,0
Europe,,1785,0,0,0,16865392,0
Europe,,1786,0,0,0,19148064,0
Europe,,1787,0,0,0,19155392,0
Europe,,1788,0,0,0,19159056,0
Europe,,1789,0,0,0,19166384,0
Europe,,1790,0,0,0,19173712,0
Europe,,1791,0,0,0,21416080,0
Europe,,1792,0,0,0,21423408,0
Europe,,1793,0,0,0,21430736,0
Europe,,1794,0,0,0,21434400,0
Europe,,1795,0,0,0,21441728,0
Europe,,1796,0,0,0,22412688,0
Europe,,1797,0,0,0,23541200,0
Europe,,1798,0,0,0,24515824,0
Europe,,1799,0,0,0,25798224,0
Europe,,1800,0,0,26633616,27040320,0
Europe,,1801,0,0,26710560,27153904,0
Europe,,1802,0,0,35485840,35936512,0
Europe,,1803,0,0,30191360,30653024,0
Europe,,1804,0,0,32507008,32965008,0
Europe,,1805,0,0,31462768,32034352,0
Europe,,1806,0,0,33250800,33771088,0
Europe,,1807,0,0,33430336,33807728,0
Europe,,1808,0,0,33269120,33771088,0
Europe,,1809,0,0,33280112,33752768,0
Europe,,1810,0,0,35412560,35980480,0
Europe,,1811,0,0,37610960,38200864,0
Europe,,1812,0,0,39153504,39607840,0
Europe,,1813,0,0,39424640,39805696,0
Europe,,1814,0,0,40175760,40677728,0
Europe,,1815,0,0,41263968,41853872,0
Europe,,1816,0,0,43935024,44612864,0
Europe,,1817,0,0,44583552,45327344,0
Europe,,1818,0,0,44404016,45327344,0
Europe,,1819,0,0,45147808,45906256,0
Europe,,1820,0,0,45759696,46507152,0
Europe,,1821,0,0,46239680,47067744,0
Europe,,1822,0,0,48057024,48965696,0
Europe,,1823,0,0,50390992,51611104,0
Europe,,1824,0,0,52999760,54274832,0
Europe,,1825,0,0,53952400,55278768,0
Europe,,1826,0,0,54692528,55912640,0
Europe,,1827,0,0,58616672,59924720,0
Europe,,1828,0,0,59287184,60496304,0
Europe,,1829,0,0,59899072,60965296,0
Europe,,1830,0,0,81120960,82245808,0
Europe,,1831,0,0,76768128,77669472,0
Europe,,1832,0,0,77500928,78636768,0
Europe,,1833,0,0,77742752,78896912,0
Europe,,1834,0,0,79490480,80684944,0
Europe,,1835,0,0,79937488,81194240,0
Europe,,1836,0,0,93391696,94846304,0
Europe,,1837,0,0,91893120,93432000,0
Europe,,1838,0,0,94725392,96374192,0
Europe,,1839,0,0,97249888,99070896,0
Europe,,1840,0,0,101778592,103881728,0
Europe,,1841,0,0,104566896,106849568,0
Europe,,1842,0,0,109330096,111697040,0
Europe,,1843,0,0,112455488,114789456,0
Europe,,1844,0,0,118658640,121241760,0
Europe,,1845,0,0,128511136,131394704,0
Europe,,1846,0,0,128859216,131871024,0
Europe,,1847,0,0,140268912,143456592,0
Europe,,1848,0,0,141118960,144163744,0
Europe,,1849,0,0,148615504,151619984,0
Europe,,1850,0,0,158585248,161901168,0
Europe,,1851,0,0,153499616,157233232,0
Europe,,1852,0,0,157031712,161509120,0
Europe,,1853,0,0,161523776,166184384,0
Europe,,1854,0,0,192275728,197493264,0
Europe,,1855,0,0,186779728,193232032,36640
Europe,,1856,0,0,199317936,206151296,40304
Europe,,1857,0,0,198365296,205678640,51296
Europe,,1858,0,0,197625168,206246560,54960
Europe,,1859,0,0,212790464,221228656,47632
Europe,,1860,0,0,236137472,245495328,47632
Europe,,1861,0,0,248844224,259242656,51296
Europe,,1862,0,0,247272368,259583408,109920
Europe,,1863,0,0,257634160,271927424,153888
Europe,,1864,0,0,273913312,290060560,150224
Europe,,1865,0,0,289855376,307823632,150224
Europe,,1866,0,0,300550592,320988384,223504
Europe,,1867,0,0,310175920,333009968,241824
Europe,,1868,0,0,307197088,332057328,326096
Europe,,1869,0,0,321021360,348116640,348080
Europe,,1870,0,0,325788224,355155184,498304
Europe,,1871,0,0,340697040,374973760,589904
Europe,,1872,0,0,368173376,405000240,578912
Europe,,1873,0,0,385606688,424576992,798752
Europe,,1874,0,0,371210832,413368816,824400
Europe,,1875,0,0,390391872,433487840,919664
Europe,,1876,0,0,392062656,443952224,1095536
Europe,,1877,0,0,393469632,444641056,1264080
Europe,,1878,0,0,391839152,447396384,1238432
Europe,,1879,0,0,399683776,458633872,1469264
Europe,,1880,0,0,454028224,516187984,1575520
Europe,,1881,0,0,459557200,522878448,2073824
Europe,,1882,0,0,470428288,535768400,2048176
Europe,,1883,0,0,492932576,564908192,2213056
Europe,,1884,0,0,482581776,554542736,2227712
Europe,,1885,0,0,478023760,552490896,2748000
Europe,,1886,0,0,473370480,549907776,2660064
Europe,,1887,0,0,492049552,568535552,2726016
Europe,,1888,0,0,513535248,596264704,3015472
Europe,,1889,0,0,531247024,621015024,3224320
Europe,,1890,0,0,554557392,648304496,3257296
Europe,,1891,0,0,566263872,664378464,3766592
Europe,,1892,0,0,558719696,656310336,3946128
Europe,,1893,0,0,522171296,624726656,4308864
Europe,,1894,0,0,582634624,690158368,4360160
Europe,,1895,0,0,593502048,701934464,4590992
Europe,,1896,0,0,613419552,727289344,4590992
Europe,,1897,0,0,636847168,758052288,4708240
Europe,,1898,0,0,648212896,777720640,5184560
Europe,,1899,0,0,691213600,829738448,5419056
Europe,,1900,0,0,718305216,859548752,5378752
Europe,,1901,0,0,704968256,846790704,5367760
Europe,,1902,3664,0,714461680,854902800,5675536
Europe,,1903,3664,0,733983472,881342224,5569280
Europe,,1904,3664,0,737599840,891088464,5463024
Europe,,1905,3664,0,741718176,907704704,5254176
Europe,,1906,10992,0,790698528,967534160,5184560
Europe,,1907,10992,0,837861536,1031056928,5301808
Europe,,1908,10992,0,850964000,1048651456,5474016
Europe,,1909,14656,0,848677664,1048123840,5290816
Europe,,1910,14656,0,872079632,1068206224,5327456
Europe,,1911,14656,0,881961440,1092604800,5983312
Europe,,1912,10992,0,872500992,1111239904,5902704
Europe,,1913,51296,0,950001920,1212842624,8489488
Europe,,1914,40304,0,830529872,1055378560,9837840
Europe,,1915,47632,0,798337968,1007094368,8925504
Europe,,1916,146560,0,808813344,1037593504,6924960
Europe,,1917,106256,0,748665120,990108064,11768768
Europe,,1918,120912,0,690103408,879044896,17466288
Europe,,1919,73280,0,714820752,781586160,12417296
Europe,,1920,113584,0,796722144,929267344,4561680
Europe,,1921,113584,0,627731136,766457504,5756144
Europe,,1922,65952,0,788503792,926544992,8965808
Europe,,1923,10992,0,860006752,986136288,12149824
Europe,,1924,10992,0,930443488,1071258336,16337776
Europe,,1925,10992,0,903366528,1047024640,28311728
Europe,,1926,69616,0,716073840,870614032,22027968
Europe,,1927,172208,0,983362640,1160641616,19038144
Europe,,1928,1982224,10130960,940775968,1141610800,19433856
Europe,,1929,2180080,11365728,1028056112,1244111200,20496416
Europe,,1930,3381872,11101920,1019698528,1196754000,24120112
Europe,,1931,3227984,10966352,972205760,1147737008,24735664
Europe,,1932,3147376,9804864,891359600,1077736288,27142912
Europe,,1933,2649072,9482432,894726816,1107117904,33488960
Europe,,1934,3326912,10526672,951676368,1201205760,39886304
Europe,,1935,3946128,11094592,955677456,1242638272,44796064
Europe,,1936,4755872,11351072,973455184,1301130368,47382848
Europe,,1937,4917088,11768768,1044078784,1398786960,51504848
Europe,,1938,4627632,10838112,987033968,1369797392,55172512
Europe,,1939,3814224,7243728,998469312,1373435744,45920912
Europe,,1940,3638352,5261504,949723456,1509022064,32389760
Europe,,1941,3990096,9995392,923635776,1413160832,11065280
Europe,,1942,1110192,8995120,912204096,1300782288,11200848
Europe,,1943,1267744,9339536,863795328,1380100560,9870816
Europe,,1944,879360,6595200,786030592,1203807200,9581360
Europe,,1945,1982224,6283760,716304672,1080422000,16806768
Europe,,1946,3861856,10193248,870705632,1343006224,37629280
Europe,,1947,5345776,12721408,978555472,1542899408,74254624
Europe,,1948,7269376,15436432,1010890272,1620316064,100159104
Europe,,1949,8438192,16997296,1054400272,1739407056,120017984
Europe,,1950,10871088,18975856,1017452496,1801702384,158669520
Europe,,1951,13362608,20965408,1103721376,1974448992,191638192
Europe,,1952,15462080,22577568,1092205424,2008901584,203941904
Europe,,1953,18730368,24402240,1093286304,2058090784,220942864
Europe,,1954,21888736,26168288,1136752336,2185114336,252233424
Europe,,1955,26062032,28930944,1204125968,2361979280,294461024
Europe,,1956,29308336,30363568,1264362128,2498939600,334083520
Europe,,1957,33250800,31308880,1290790560,2593815216,371536928
Europe,,1958,37094336,31785200,1262526464,2606866384,426603184
Europe,,1959,44645840,34965552,1247566352,2646946880,484296528
Europe,,1960,53421120,37079680,1315768048,2761534816,556459008
Europe,,1961,60258144,40520176,1348791680,2814494272,626925056
Europe,,1962,66289088,43466032,1409936512,2912814048,728535104
Europe,,1963,69491424,45832976,1481791216,3083080128,841448592
Europe,,1964,74815216,52310928,1488866400,3196074224,968842208
Europe,,1965,82542592,52820224,1507710352,3288557248,1085694496
Europe,,1966,92134944,55821040,1507028848,3380655552,1207016864
Europe,,1967,105116496,59814800,1526173248,3421542128,1303376400
Europe,,1968,124594320,63530096,1573530448,3538046336,1424654800
Europe,,1969,141903056,67311344,1631919952,3689241296,1551594080
Europe,,1970,179847440,69971408,1691943600,3951741248,1685872352
Europe,,1971,219286736,93486960,1713597840,4037845248,1791754624
Europe,,1972,264027840,96894480,1729536240,4167726720,1916795952
Europe,,1973,291533488,106087456,1826082640,4319295408,2043764544
Europe,,1974,322637184,108190592,1879870160,4259586864,2003310320
Europe,,1975,342715904,107875488,1947357376,4231227504,1955202000
Europe,,1976,366814032,113012416,2016790176,4436554400,2117649104
Europe,,1977,375255888,118867488,2065275888,4434949568,2117597808
Europe,,1978,392315472,123821216,2155992864,4527546176,2216071472
Europe,,1979,409415360,106468512,2221974176,4666558336,2302160816
Europe,,1980,408675232,107842512,2240693552,4652660784,2234915424
Europe,,1981,413746208,105827312,2252282784,4367062976,2155490896
Europe,,1982,397525680,103365104,2244786240,4302389712,2134987152
Europe,,1983,410756384,102852144,2241499632,4263928704,2140281632
Europe,,1984,433795616,97579648,2173451824,4267284928,2207380464
Europe,,1985,450906496,97546672,2270470880,4526824368,2252106912
Europe,,1986,446011392,94681424,2255708624,4566912192,2247263104
Europe,,1987,450584064,93813056,2294983040,4608425312,2392002096
Europe,,1988,455262992,119043360,2258606848,4604651392,2476864000
Europe,,1989,493888880,121080544,2266770240,4612162592,2531036240
Europe,,1990,494116048,108641264,2192270128,4219550336,2511111408
Europe,,1991,515667696,103416400,2140926496,4079277760,2530842048
Europe,,1992,507178208,91072384,1746049888,4046056272,2576066800
Europe,,1993,519415968,82264128,1569045712,3866523936,2520648800
Europe,,1994,509208064,83502560,1374850048,3729457360,2418503808
Europe,,1995,541682096,85140368,1331732096,3731882928,2421288448
Europe,,1996,590321696,84898544,1270173232,3781431200,2475270160
Europe,,1997,593469072,86338496,1215671232,3627689760,2419416144
Europe,,1998,622861680,91753888,1215436736,3630210592,2441235264
Europe,,1999,656020880,95791616,1143200976,3611908912,2454348720
Europe,,2000,679261632,99459280,1155119968,3639374256,2441598000
Europe,,2001,695375904,101785920,1170794560,3678333568,2505699680
Europe,,2002,698090928,109769776,1171703232,3682854944,2503790736
Europe,,2003,734760240,110007936,1206060560,3784278128,2586395616
Europe,,2004,764347040,113767200,1217210112,3789898704,2611600272
Europe,,2005,783051760,119065344,1189851024,3782123696,2627993008
Europe,,2006,776848608,131775760,1230613024,3830067136,2622075648
Europe,,2007,785935328,137059248,1226868416,3774678448,2610504736
Europe,,2008,810355888,118409488,1202315952,3734674896,2599681280
